iter	TotalF1	MultiClass
274	0.9194919953	0.2149705646
275	0.9195811122	0.2147732442
276	0.9196066751	0.2145880936
277	0.9196775611	0.2143919772
278	0.9197531395	0.2141783381
279	0.9198889389	0.2139577681
280	0.9200368352	0.2137743746
281	0.9201369457	0.2135989859
282	0.9202012866	0.2133820604
283	0.9203859316	0.2130876579
284	0.9204780695	0.2129014335
285	0.9205675736	0.2127140539
286	0.9206302853	0.2125855223
287	0.9208009807	0.2123483734
288	0.9209100496	0.21205223
289	0.9209910943	0.2118948032
290	0.9211063353	0.2116801717
291	0.9212154437	0.2114971199
292	0.9213851438	0.2112045234
293	0.9214590492	0.21100582
294	0.9216180396	0.210761252
295	0.9217862639	0.210504742
296	0.9218102375	0.2103226176
297	0.9219044361	0.2101036908
298	0.9219951746	0.2099111863
299	0.9221033852	0.2097351142
300	0.922183397	0.2095845696
301	0.9221923092	0.2093829051
302	0.9222875206	0.2091676228
303	0.9224536415	0.2089021969
304	0.9225781472	0.2086760463
305	0.9226714867	0.2084716973
306	0.9227860399	0.208260515
307	0.9229841683	0.2079474673
308	0.9230207301	0.2078159258
309	0.9231042385	0.2076517958
310	0.9231436761	0.2074839563
311	0.9232247569	0.2072723835
312	0.923267339	0.2071401749
313	0.9233632646	0.2069952922
314	0.9235342853	0.2066876623
315	0.9236674378	0.2064954344
316	0.9237440705	0.2063293845
317	0.9238477973	0.2061147856
318	0.9239454524	0.2059137882
319	0.9239850375	0.2057476407
320	0.9241679266	0.2054782124
321	0.9242125549	0.205357409
322	0.924273311	0.2051998195
323	0.9243455432	0.2050231129
324	0.9243943911	0.2048263945
325	0.9244960034	0.2047111553
326	0.9245759819	0.204526265
327	0.9246665458	0.2042772228
328	0.9246833831	0.2040914703
329	0.9247605886	0.2039582041
330	0.9248978986	0.2037148238
331	0.9249941317	0.2035262891
332	0.9250810714	0.2033337683
333	0.9253017628	0.2031035503
334	0.9253696839	0.2029248588
335	0.9254352916	0.2027304669
336	0.9255174054	0.202561456
337	0.9256076765	0.202393828
338	0.9256464	0.2022429254
339	0.9257099902	0.202088964
340	0.9258462764	0.2018270524
341	0.925959766	0.2016153657
342	0.9260356662	0.2014198675
343	0.9261485233	0.2011847686
344	0.926199441	0.2010333291
345	0.926253334	0.2008800836
346	0.9264097799	0.2006622795
347	0.9265091092	0.2004707674
348	0.9266676185	0.2002019736
349	0.9266995757	0.2000733769
350	0.926774617	0.1999186021
351	0.926928265	0.1995766592
352	0.927077514	0.1993846102
353	0.9271483139	0.1992312345
354	0.9272307116	0.199090891
355	0.9272978322	0.1989364904
356	0.9274080311	0.1987631354
357	0.9275277651	0.1985637162
358	0.9276308401	0.1984516985
359	0.9277218894	0.1983072875
360	0.9278100015	0.1981136278
361	0.9278847313	0.197942274
362	0.9279668554	0.1977992948
363	0.9280633361	0.1976614243
364	0.9281612619	0.1975323883
365	0.9282467147	0.1973460989
366	0.9282896982	0.1971611435
367	0.9283152845	0.1970024639
368	0.9283540801	0.1968551244
369	0.928436189	0.1967238432
370	0.9285597427	0.1965765687
371	0.9286135726	0.1963946558
372	0.9287333645	0.1962096842
373	0.9288114916	0.1960572359
374	0.928914441	0.1958727849
375	0.9289512986	0.1957481418
376	0.9289928194	0.1956193987
377	0.9290412576	0.1954875806
378	0.92911669	0.1952734372
379	0.9292239543	0.1951132119
380	0.9292812528	0.1949657585
381	0.9292995254	0.1948329805
382	0.9293776393	0.1946458775
383	0.9294452265	0.1944767364
384	0.9295318948	0.1943111096
385	0.9296940632	0.1940400218
386	0.9297795007	0.1939130196
387	0.9298270887	0.1937642483
388	0.929853577	0.1936104008
389	0.9299554703	0.1934496713
390	0.9299952754	0.1933604638
391	0.9300483413	0.1932368782
392	0.9301153294	0.1930863173
393	0.9301994984	0.1929027123
394	0.930261415	0.1927691696
395	0.9303706753	0.1925999146
396	0.9305099187	0.1923882767
397	0.9306021753	0.1922864276
398	0.9307720597	0.1920442025
399	0.9308355344	0.19190259
400	0.9309672809	0.1916585426
401	0.9310113652	0.1915219086
402	0.9310520796	0.1913702251
403	0.9311694153	0.1911752312
404	0.9312418651	0.1910132163
405	0.931270893	0.1909184446
406	0.931325204	0.1908294812
407	0.9314413147	0.1907055214
408	0.9314603109	0.190577608
409	0.9315868992	0.1904169923
410	0.93170232	0.190192843
411	0.9317307149	0.190043128
412	0.9317391904	0.1898662588
413	0.9317690566	0.1897105566
414	0.9318396629	0.1895307913
415	0.9319377402	0.1893240506
416	0.931981546	0.1892315079
417	0.9320836732	0.1890679311
418	0.9321505464	0.188944134
419	0.9322255863	0.1888205647
420	0.9322846059	0.1886783989
421	0.9323078379	0.1886059006
422	0.9323090169	0.1885333372
423	0.9323434875	0.1884247849
424	0.9324062624	0.1883573628
425	0.9324826306	0.1881436586
426	0.9325972152	0.1880124751
427	0.9326478152	0.1879214942
428	0.9326792356	0.1877755376
429	0.9327887527	0.1876093902
430	0.9328488118	0.1874814117
431	0.9328632723	0.1873662865
432	0.9329868913	0.1872092664
433	0.9330032956	0.1870657015
434	0.9330801047	0.1869645845
435	0.93317726	0.1867753014
436	0.9332927114	0.186631346
437	0.9333123055	0.1864800691
438	0.933348802	0.1863817994
439	0.9334232139	0.1862335813
440	0.9334626497	0.1861276973
441	0.9335116444	0.1859989704
442	0.9335588041	0.1858992364
443	0.9336872976	0.1857467719
444	0.9337763926	0.1856043459
445	0.9338548055	0.1854346028
446	0.9338796244	0.1853280029
447	0.9339556701	0.1851784507
448	0.9340079813	0.1850279874
449	0.9340725872	0.1848733101
450	0.9341578183	0.1847690206
451	0.9342759756	0.184523151
452	0.934326141	0.1843937896
453	0.9344337283	0.1842278862
454	0.9345268519	0.1840923098
455	0.9345567644	0.1839835785
456	0.9346650401	0.1838564136
457	0.9347004661	0.1837307617
458	0.9347843631	0.1835719845
459	0.9348385091	0.1834414192
460	0.9349528993	0.1832934777
461	0.9349932762	0.1831333175
462	0.9350263876	0.1830504716
463	0.9351431653	0.1828471639
464	0.9352639765	0.1827094398
465	0.935307587	0.1825890268
466	0.935427151	0.1824081715
467	0.9355059904	0.1822454895
468	0.9356150485	0.1821095877
469	0.9356078415	0.1820084707
470	0.9357069895	0.1818150388
471	0.935728125	0.1817709476
472	0.9357600377	0.1816765012
473	0.935811689	0.1815793704
474	0.9359207232	0.1813942849
475	0.9359167352	0.1813065092
476	0.9359762438	0.1812402584
477	0.9360195599	0.1811326173
478	0.9360898301	0.1809906631
479	0.9361390595	0.1808918402
480	0.9362505101	0.1806953983
481	0.9362831634	0.1805688679
482	0.9363453674	0.1804189903
483	0.9363930378	0.1803352983
484	0.9364358554	0.1802438293
485	0.9364610405	0.1801680608
486	0.9365016016	0.1800592645
487	0.9366071025	0.1799354674
488	0.9366891781	0.1798303155
489	0.9367172893	0.1796839847
490	0.9368133616	0.179528071
491	0.9368981684	0.1793959275
492	0.9370162338	0.1791620487
493	0.9370796405	0.179066008
494	0.9371604375	0.1789294065
495	0.9372362997	0.1787777392
496	0.9372984277	0.1786461326
497	0.9373361939	0.1785384915
498	0.9373415554	0.1784684011
499	0.9374059922	0.1783198088
500	0.9374678898	0.1782039514
501	0.9375194213	0.1780347452
502	0.9375959476	0.1779355318
503	0.9376442853	0.1778585918
504	0.9377202671	0.1777293931
505	0.9377716578	0.1775537441
506	0.9378326147	0.1774141165
507	0.9379255155	0.1772717067
508	0.9380200487	0.1771528719
509	0.9380696603	0.1770091768
510	0.9381007619	0.1769307563
511	0.9381811635	0.1768075124
512	0.9382727152	0.1766454812
513	0.9382914781	0.1765361968
514	0.9383865138	0.1764161906
515	0.9384420689	0.1763132677
516	0.938521066	0.1761797412
517	0.9385786932	0.1760855552
518	0.9386125684	0.1760143584
519	0.9386457231	0.1759330419
520	0.9386761838	0.1758066741
521	0.9387836069	0.1756062462
522	0.9388340575	0.175497938
523	0.9388741084	0.1754032639
524	0.9389160336	0.1752810124
525	0.9389865109	0.1751342423
526	0.9389893948	0.175063013
527	0.9390600276	0.1749195783
528	0.9391405806	0.1748572811
529	0.9392385189	0.1746396234
530	0.9393032848	0.1745124259
531	0.9393194502	0.174463649
532	0.9394100327	0.1742841928
533	0.939479821	0.1741297922
534	0.9395222829	0.1740308879
535	0.939611662	0.1738726639
536	0.9396832155	0.1737824965
537	0.9396822001	0.1736972915
538	0.9397519484	0.1735704031
539	0.9397656967	0.1734887774
540	0.9398810656	0.1733568942
541	0.9399201722	0.1732171364
542	0.9399763537	0.1730772973
543	0.9400231948	0.1729666462
544	0.9400944606	0.1728009706
545	0.9401410934	0.1726594231
546	0.9401786177	0.1724982705
547	0.940264507	0.1723669568
548	0.9403350005	0.1722695819
549	0.9404067532	0.1721622336
550	0.9404987503	0.1720377206
551	0.9405369374	0.1719414846
552	0.9405939725	0.1718527978
553	0.940650422	0.1717087773
554	0.940766503	0.1715214466
555	0.9408236253	0.1713963153
556	0.94088346	0.1713004861
557	0.9409270451	0.1712210405
558	0.9409441285	0.1710864728
559	0.9410512548	0.1709119952
560	0.9411148156	0.1708328913
561	0.9411544899	0.1707186284
562	0.9411783136	0.1705900642
563	0.9412601942	0.1704345898
564	0.9413373323	0.1702601285
565	0.9414255187	0.1701281639
566	0.9415063794	0.1700100287
567	0.9415710659	0.1699125725
568	0.9416198158	0.1697879294
569	0.9416952759	0.1696329105
570	0.9417349441	0.1695055666
571	0.941769555	0.1694547722
572	0.9417883864	0.1694099976
573	0.9418559384	0.1692730057
574	0.9419210567	0.1691351352
575	0.9420091771	0.1690120214
576	0.9420443438	0.1688967497
577	0.9420885375	0.1688247232
578	0.9421516509	0.1687161384
579	0.9422055789	0.1686413786
580	0.9422146482	0.1685544489
581	0.9422420524	0.1684519165
582	0.9422724515	0.1683486845
583	0.9423592607	0.1682360973
584	0.9423534541	0.1681370303
585	0.9424166773	0.1680117852
586	0.9424768871	0.1678772663
587	0.9425172937	0.1677971537
588	0.9425409807	0.1677412018
589	0.9425702345	0.1676429483
590	0.9426172885	0.1675121877
591	0.9426897302	0.1673937434
592	0.9427626173	0.1672862161
593	0.9427707743	0.1671997095
594	0.9428593827	0.167091141
595	0.9428562897	0.1669708419
596	0.9429305522	0.1668677075
597	0.9429440171	0.1667846337
598	0.9429993332	0.1666671005
599	0.9430444485	0.1665669598
600	0.9431193032	0.1664772154
601	0.9431674045	0.1663670199
602	0.9432517896	0.1662142951
603	0.9433006231	0.1661114535
604	0.943393417	0.1659911707
605	0.9434517635	0.1658876621
606	0.9435446013	0.1657587237
607	0.9435872646	0.1656326
608	0.9436081375	0.1655643156
609	0.9436637306	0.165488726
610	0.9437564835	0.1652966933
611	0.9437920926	0.1652106259
612	0.9438688945	0.1650796863
613	0.9439215565	0.1649971983
614	0.9439514449	0.1649031913
615	0.9440237298	0.164762197
616	0.9440184726	0.1646813685
617	0.9441098051	0.164504906
618	0.9441446658	0.1643539058
619	0.9442027176	0.164206973
620	0.9442705383	0.1640906926
621	0.9443445301	0.1639852153
622	0.9443559714	0.1638686257
623	0.9444023508	0.1637813869
624	0.9444467088	0.1637183251
625	0.9445039925	0.1636168827
626	0.9445585481	0.1634822337
627	0.9445891505	0.1633753572
628	0.9446396162	0.1632620867
629	0.9446553861	0.1631260547
630	0.944676745	0.163040508
631	0.9447569535	0.162943491
632	0.9447755668	0.1628048233
633	0.9448254529	0.1626952623
634	0.9449240996	0.1625810481
635	0.9449818165	0.1624806145
636	0.9450215751	0.1623887225
637	0.9450766189	0.1622715147
638	0.9451623516	0.1621943632
639	0.9452169049	0.1620804419
640	0.9452714116	0.1620325924
641	0.9453460705	0.1619133508
642	0.9453973893	0.1618057585
643	0.9454736017	0.161697857
644	0.9455502133	0.1615795428
645	0.9456063069	0.1614906608
646	0.9456351144	0.1614451053
647	0.9456712515	0.1613115951
648	0.9456981953	0.1612239821
649	0.9457595989	0.1611212382
650	0.9458447496	0.1610158911
651	0.9458521732	0.160960411
652	0.9459071898	0.1608356377
653	0.9459241985	0.1607749512
654	0.9459433593	0.1607252307
655	0.9459797505	0.1606258546
656	0.9460502049	0.1605428134
657	0.9460742269	0.1604587309
658	0.9461358385	0.1603870136
659	0.9462488981	0.160250347
660	0.9462728012	0.1601949971
661	0.9463367644	0.1600923508
662	0.9463776252	0.1599230958
663	0.9464558888	0.1598424463
664	0.9464979701	0.1597277928
665	0.9465512285	0.1596099017
666	0.9466002869	0.1595080363
667	0.9466420033	0.1593838162
668	0.9466943235	0.1592633056
669	0.9467386836	0.1591822819
670	0.9467619357	0.1590739574
671	0.946798505	0.1589667067
672	0.9468933611	0.1588889695
673	0.9469259438	0.1588201807
674	0.946965774	0.1587404911
675	0.9469649779	0.1586702217
676	0.94700954	0.1585584318
677	0.9470789085	0.1584475855
678	0.947114431	0.1583753637
679	0.9471791267	0.1582490773
680	0.9472361491	0.1581457965
681	0.947318678	0.15795269
682	0.9473439445	0.1578763357
683	0.9473818495	0.1577991679
684	0.9473856878	0.1577425326
685	0.9474329433	0.1576538296
686	0.9474874139	0.1575775566
687	0.947521098	0.1574853718
688	0.9475555356	0.1574214314
689	0.9476375782	0.1573338835
690	0.9476525991	0.157286522
691	0.9476832841	0.1571783277
692	0.9477416896	0.1571007044
693	0.9478082469	0.1570016049
694	0.947823327	0.1569213784
695	0.9479356447	0.1567505615
696	0.947977667	0.1566778354
697	0.947991814	0.1566000005
698	0.9480320882	0.1565068558
699	0.9480828685	0.1564032821
700	0.9481271774	0.1563269115
701	0.9481937828	0.1562144545
702	0.9482274507	0.1561187717
703	0.9482947199	0.1559873766
704	0.9483562144	0.1559043354
705	0.9484418964	0.1557916506
706	0.9484648541	0.1557120261
707	0.9485458319	0.1555902139
708	0.9485833729	0.1554788795
709	0.9486440869	0.1553584177
710	0.9487422354	0.1552317734
711	0.9487787872	0.1551235303
712	0.9487947155	0.1550232756
713	0.9488318469	0.1549410154
714	0.9488632694	0.1548501321
715	0.9489142364	0.1547708005
716	0.9489889311	0.1546528443
717	0.9490334197	0.1545516134
718	0.9491302979	0.1544222683
719	0.9491552823	0.15434157
720	0.9492182462	0.1542835193
721	0.94920305	0.1542067257
722	0.9492266466	0.1540942361
723	0.949280601	0.1540465167
724	0.9493078333	0.1539635732
725	0.9493225467	0.1539228335
726	0.9493568795	0.1538435181
727	0.9493732157	0.1537984507
728	0.949423626	0.1536610195
729	0.9494400196	0.1535228236
730	0.949458207	0.1534647404
731	0.9495569159	0.1533344028
732	0.9495514626	0.1532592037
733	0.9495851605	0.1532149823
734	0.9495975543	0.1531614058
735	0.9496579766	0.1531070646
736	0.9497138726	0.1529962996
737	0.949717201	0.1529137302
738	0.9497989502	0.1527856542
739	0.9498529442	0.1527244634
740	0.9498947121	0.1526629472
741	0.9499238793	0.1525844941
742	0.9499851533	0.1524721347
743	0.9500142712	0.1524100978
744	0.9500456426	0.1523058896
745	0.9501143139	0.1522158849
746	0.9501589674	0.152125018
747	0.9502215808	0.1520281474
748	0.9502752611	0.1519648416
749	0.95032206	0.1518666044
750	0.9503466675	0.1517562299
751	0.9503919875	0.1516690562
752	0.9504246869	0.1515903265
753	0.9504811846	0.1514748758
754	0.950532386	0.1513519085
755	0.9505603895	0.1512546475
756	0.9506107691	0.1511776749
757	0.9506464237	0.1510623056
758	0.9506808129	0.1509860815
759	0.950804529	0.1508125964
760	0.9508314441	0.1507254877
761	0.9508436756	0.1506874326
762	0.9509136032	0.1505607069
763	0.9509568862	0.1504986538
764	0.9509341491	0.1504141809
765	0.9509515412	0.1503312699
766	0.9510348217	0.1502279402
767	0.9510728239	0.1500766146
768	0.9510882491	0.1500212159
769	0.9511597633	0.1498968819
770	0.9511919964	0.1498526767
771	0.951231038	0.1497771034
772	0.9512749805	0.149675173
773	0.9513228853	0.1495932219
774	0.9513808995	0.1495035426
775	0.9514338223	0.1493674781
776	0.951467897	0.1492884718
777	0.9514507152	0.1492552488
778	0.9515252024	0.1490872466
779	0.9516299748	0.148977767
780	0.951689091	0.1489015591
781	0.9516882871	0.1488452167
782	0.9517236308	0.1487491759
783	0.9517921298	0.1486430967
784	0.951793829	0.1485447456
785	0.9518154582	0.1484167997
786	0.9518365346	0.1483549418
787	0.9519324524	0.148252865
788	0.9519225938	0.1481587278
789	0.9519657029	0.1481085842
790	0.952005008	0.1480304402
791	0.9520297331	0.147923222
792	0.9521022869	0.1478394813
793	0.952118379	0.1477460762
794	0.9521386786	0.1476802485
795	0.9521978152	0.1475927006
796	0.9522186173	0.1475207717
797	0.952264598	0.1474053698
798	0.9523125306	0.1473070675
799	0.952427336	0.1472135649
